node,trees
4779725254,3
1132394795,1
6543317460,4
61383120,3
3990568298,4
6543317470,1
2501200849,2
5757111990,1
6755626264,2
4078415198,12
4640355094,6
6543317473,2
4640355090,5
6543317475,2
6543317476,1
6543317463,1
61446978,4
61342390,10
6755626234,10
61342251,10
4640355105,5
6543322085,5
61342104,10
6755626235,6
61515150,7
61342257,6
4640355099,5
61342265,3
5757111988,2
61341287,7
1830326194,6
61504972,13
6755626237,2
61515030,9
61350448,9
61350452,7
61350454,3
1830326195,7
61362396,4
3990568289,2
6755443456,5
2487362712,11
6755443457,1
2487362940,3
2487362760,4
6543317432,1
6543317434,2
2487362841,2
2487362913,2
2487362721,1
3990569535,10
3990569527,2
5599241985,2
3990568282,9
6540806773,1
5599241982,1
6540806772,3
5599241956,2
3990568284,7
3990568276,5
61521795,7
61350446,3
5456528033,2
61457057,1
4640355103,3
4640355089,1
4640355102,1
6755626232,1
61363346,3
61366695,12
61404897,6
61518141,5
61567752,1
5456528035,5
5456528030,2
61350445,3
5456528025,2
3990569537,31
3990569536,7
6540806769,9
3990568351,3
3990568277,6
61498832,12
61342797,16
61342905,5
61353693,7
61589080,21
1188505610,9
61498789,7
1188505608,10
61498825,3
61356980,29
61498700,23
4786793698,13
808647250,21
808647288,5
61498819,10
61358139,36
61498821,17
1325749770,18
4786793655,6
1012683532,4
4786793710,17
5674272445,4
61516827,2
3990569554,5
3990569579,5
4845013573,2
61415395,15
61342560,26
61350742,18
1159749056,52
6745406439,13
7054907125,20
1294992152,8
61342432,30
1185484845,15
1212911156,19
61350409,2
3990569534,8
5599241969,1
3990569538,8
61505145,2
5757114648,6
61385472,4
61342441,11
61342443,9
2504150379,5
6540806767,11
3990569550,2
6540806768,8
61412225,1
61385475,30
61342164,18
61342894,15
61353776,23
7054907118,29
61342874,14
61342877,25
61342529,27
61342948,23
61415436,29
61518017,48
61365737,5
61342587,9
61494711,33
61518736,11
61519357,14
61424942,16
61342509,21
61424936,22
61342546,12
61521654,25
61518014,1
61484087,27
61574976,5
4786793695,8
61353713,20
576883458,33
61342169,25
61494721,24
61342167,7
61342934,28
61342558,16
4624440823,9
4878982234,3
611031757,12
1777165957,26
2481794750,14
61343322,18
4624440817,10
4624440820,10
61343335,17
1777165956,6
61479418,10
6813074507,15
61342812,17
61356820,17
61479246,6
6813074508,2
61342535,17
61353706,17
61353700,12
4624440816,2
4624440815,4
4624440825,15
2481794749,10
4624440818,3
4878982233,6
61471434,5
61355673,12
61357263,8
61355735,35
481082951,30
1294999086,1
1294998572,7
6813074502,8
6813074506,21
7069093641,7
7069093642,8
61356981,14
61498764,10
61342938,7
61342539,18
61498690,10
61358142,16
61342947,12
61498772,9
61353704,12
61342925,35
61425267,5
61425296,14
1188505620,13
61498824,14
61425279,9
1159749020,11
61353787,3
61355704,15
61498535,4
6868062283,8
61353782,1
7016236997,1
61358016,1
4071979096,2
4071897799,1
2931862305,1
2931850466,1
4776915584,3
61515339,3
61377545,2
61341429,2
366610439,1
345445673,3
345445763,1
1098574554,12
1098573800,9
1098573665,22
1098573790,13
1098574075,3
4454612367,2
1098573953,4
1098574540,11
1098574758,2
1098574275,3
1098574140,2
1098573850,12
1098574474,5
61602900,37
62153000,12
1629873778,9
1629873786,51
1522515139,22
61454455,3
6670122698,15
1522515158,14
5203403322,1
1530590792,1
1522515137,2
1629873722,44
1629873718,48
6162809847,42
1622726538,23
322650446,16
1769091031,42
322648040,18
322650465,3
322649434,11
322648823,16
322648033,38
1040473771,1
699590368,16
1833573208,2
1769090944,15
1833573207,24
61398974,34
322650447,9
322650468,19
1833573206,1
257736894,6
4080486546,4
257736893,8
257734145,3
1830597846,12
1830335480,6
61470782,5
395134076,11
395134078,13
257734146,1
257734148,11
257734747,7
268231787,6
257734749,8
257738746,3
257734147,4
1830597818,1
257734770,8
257734744,3
77273263,6
61493333,7
61411178,1
4446855495,3
61359886,2
61356592,1
5456487355,2
61517867,1
77273201,11
61400084,3
61468193,2
1098574028,3
1098573658,2
2095827236,10
1098574022,4
1098573971,11
5434515398,4
1098574530,7
1098574288,1
1098574233,1
1098573914,16
1098574004,8
1098574228,5
61428802,3
61430075,2
61515023,3
4110536036,2
3763104593,7
4110536030,1
61358091,4
1097434565,7
6754036264,1
2095799378,2
61445208,1
1534929959,6
2095827217,9
6653205515,2
6653188483,2
1620565373,8
6653205520,2
5213494631,3
2271068245,1
5514827747,1
6653188480,14
6653188482,4
6653205487,7
6653205496,11
6653205492,8
6653205529,3
61365734,2
61445353,8
4257837223,2
2095827231,2
61339983,1
6754036266,1
6754036263,1
4454612357,11
6474458991,7
4454612364,1
1098574325,6
4454612366,7
4454612365,9
1543420704,1
1097434533,3
4454612363,7
4454612356,4
61476915,4
1411414693,7
61374205,12
1411414592,4
1097411712,1
1098574079,4
61359307,25
61339981,5
4110536039,1
4110536029,1
4110536028,3
61355401,2
61355547,1
1097411887,10
5604208995,8
4192141946,3
61515025,4
61430070,3
6653205509,5
61436324,4
4454612362,1
4454612358,4
1098573739,3
6754036261,1
367017267,11
4454612346,5
4454612347,10
4454612348,5
4454612350,3
61359425,5
6474458993,2
61510824,3
61365147,8
61431178,5
61374187,3
61359291,11
1195629571,1
6653205501,6
2095791302,1
2095827214,1
6653205504,1
61339916,2
2095827220,7
6162811450,11
1411414543,9
6653188474,2
61425251,6
61367347,3
61425256,4
1411414616,2
6653188410,2
6162811453,4
1411414555,2
61358726,1
515465236,6
61576799,9
61355567,1
61355568,4
783962673,9
61557032,8
1097434585,4
6474458954,1
1196428043,1
1097434537,4
783962677,3
61365145,6
61376993,2
61359428,2
4454612351,4
6162811463,4
783962605,2
1047219387,10
6990594236,9
6474458977,2
783962681,1
6162811431,4
6162811455,5
6162811437,1
6162811438,1
783962668,3
6474458961,2
61493634,1
6482887957,2
6162811446,5
5212675000,1
5212686959,1
6162811456,1
6162811462,2
4776825440,8
3216791761,2
6162811454,2
61365739,1
61348350,2
61519549,1
6162811225,31
61354588,24
1972361170,4
61354591,4
2446018244,1
61340508,4
2379615974,4
61354584,3
5749726396,4
61348303,7
366612753,1
4646360287,2
4646360286,7
61365083,12
366611821,2
1326658683,1
6162811243,2
6162811268,7
1326658605,4
4227654835,2
1326658646,4
366612144,2
1326658640,9
366612148,5
366612152,1
366612330,4
1326658631,10
366612132,6
4227654850,3
366612872,4
366612751,3
1326658674,13
1326658609,14
366612593,3
366612453,2
61363807,5
6162811202,1
6162811209,2
6990594244,1
61340636,3
1242150471,7
2540095412,3
1242155625,4
1242155610,2
2480592061,3
1367986847,1
2480592063,1
1367986842,2
1367986850,4
61354590,3
61340621,6
1242150461,7
2480592050,2
1242150467,3
1242150482,2
1242150460,1
257738666,2
5674738365,1
3262302328,1
257737066,10
3798697894,3
257737036,8
257737065,6
61365612,7
1830597849,2
257738463,2
3798697870,1
257738669,2
257736827,13
257733896,4
345445906,3
257738680,2
345445907,1
257733984,3
1132394723,8
257734149,11
395130960,1
257735011,8
257738710,2
395132545,5
395132633,3
257735012,8
1132394663,3
242967587,4
257733985,4
257735013,4
257736892,11
4454451607,1
1132394780,7
395132830,4
1132394741,2
257737037,2
257738663,6
257735057,1
257738711,2
3798697940,1
257738464,1
61590661,22
61350641,12
1326616563,77
1326616583,24
2628762597,20
2678574917,4
597033442,15
597031843,4
1326616547,31
4779856569,117
2705966911,53
61352279,61
7026015288,35
1522515140,11
61352282,21
61339720,5
61429848,55
61339774,19
61339786,26
4779856551,20
1530590786,28
1326616590,51
61361234,17
5459034271,4
1337672412,5
5459034272,2
5459034273,3
4779856619,9
4779857224,40
6670122696,8
61350665,6
1530590781,3
1530590776,8
1522515161,3
1196524254,9
5203017328,11
2291930028,6
2291930027,4
6162809844,1
1196524255,2
1522515135,2
6162809845,8
6162809850,13
4204387999,20
7110469908,18
7110469927,12
1617210429,5
7110469933,8
7017897974,10
61388103,13
6162809819,4
2291930033,5
4204387995,9
6162809812,3
6162809809,6
4204388003,3
6162809807,4
61451288,6
7110469904,4
7017897963,7
6162809823,5
4257763868,10
4257763862,5
61365792,2
61365780,2
1524379412,2
61365779,1
6755477314,4
3216792081,2
3216792080,1
1524379418,3
6162809880,4
6755477318,3
6755477317,6
61363233,6
7108490384,8
3216792083,2
3511106448,5
6162809799,8
1629873691,1
1818161299,9
699590321,7
61455260,22
1818477978,25
1818161294,3
6779045829,29
699590311,6
1818111078,7
1818111109,4
7108530088,8
1809524231,1
1629873678,10
64063937,2
1818477982,13
1818111090,2
1818111106,2
1818111114,1
61354577,9
61455261,10
1727247445,17
1769091052,7
1822081758,17
1132438855,11
1629873630,11
699590366,15
699590343,8
1769091035,2
1769091025,4
322648015,1
1769091040,2
1629873659,9
1769091044,1
369610260,1
699590316,3
1769091021,4
61447255,12
369610252,9
1822081726,5
1769090972,3
369610249,3
61360827,8
61429870,13
61341373,1
1132438917,1
1132438765,1
1132438796,2
61429873,2
1132438697,2
1132438843,1
1038913936,5
6540357041,4
5202815723,3
258955480,12
5202815721,10
258955460,9
258955505,4
1132438783,5
258955470,6
2500057184,8
1038913939,3
258955466,5
258955461,3
258955432,7
258871819,2
258955435,2
61341177,4
61341327,4
61353360,8
1830597816,2
1830597819,2
257734335,1
345444959,9
258955462,10
258955426,6
258955463,8
258955498,3
258955436,4
258955407,11
258871822,6
1132394669,2
1830597839,1
61341204,4
61341216,4
5206264621,3
1038913931,12
6540357043,6
5202804524,2
61465446,2
61341189,14
61341197,12
61499734,8
61470777,11
1769091085,17
1769091084,18
1769091078,7
1769091054,4
1769091059,1
61469771,10
61362490,15
61362484,9
1132394776,1
61353368,1
1038913937,1
61340799,1
61339957,6
61339955,5
61354514,8
4080248267,4
61354512,2
61340671,14
61490848,9
61354513,22
61362488,6
61354515,6
61340495,8
61509958,5
61340704,12
61509936,14
61340652,19
61363096,7
61352504,9
61353750,8
61353748,8
61469721,19
4080486666,2
61425625,3
61341215,1
61341207,3
1830597855,4
6162809805,13
61414396,8
61340545,18
61344199,12
61577808,2
61344151,21
61367083,26
61353752,10
61353753,5
7017897966,2
61353757,8
61353759,7
61380004,4
61605853,5
61577814,2
61577829,5
61515983,1
1325838642,4
1325838576,13
257736826,14
373201043,7
61341202,12
257736924,10
1132394838,5
257736925,3
1132394637,10
257734236,8
61356534,11
61365707,6
61577846,20
61340039,9
61344153,6
61353763,4
61466247,12
4080745810,6
61339958,21
61339960,12
373201342,10
61340695,52
61518451,32
4080406752,40
61340043,14
61340689,44
61356535,11
61356537,10
61348119,15
1740996297,10
61385930,5
61356529,1
61517795,4
61374309,7
61339940,7
61367106,5
5203429421,3
61344149,9
61339948,16
61344160,11
61339946,33
61339944,6
4080745818,5
61350471,3
61348122,13
61348123,6
61339938,6
1735974643,4
5203406026,8
61379091,3
61385925,17
519632219,10
1522224055,8
61340061,19
61340059,12
1325838529,11
61466317,14
1153869739,6
1153869585,6
1153869668,6
1153869663,2
61340482,3
1325838632,12
1325838536,2
61365756,19
5493365065,1
1621057820,3
1735974644,16
61367046,3
2480566573,3
1325838533,8
61515075,5
61358094,2
1522515136,3
7018887724,8
1522224052,6
61585171,3
1522224086,18
1522224088,20
61585166,7
6162811350,3
3483953639,2
6982773934,1
6982773933,2
6982773936,2
6982773921,1
61356500,2
7018887725,8
4630228015,19
6162811355,4
61353765,16
2034744517,12
1153869662,6
6162811342,3
1153869660,2
1522224472,5
61340557,11
61370544,10
1821997244,4
6162811304,5
1153869609,5
6162811321,14
1153869604,10
61483487,1
61483482,3
1522224095,4
6162811338,1
5493365067,1
6162811270,19
61430123,4
6162811274,11
6162811247,2
1153869681,6
6162811200,7
1411414594,1
6162811269,1
6971312719,9
61430029,13
61430037,5
6162811333,2
3909974473,5
61352245,57
61339977,20
3909974469,2
3909974461,4
3909974465,2
3909973955,1
3909973951,6
3909974457,2
3909974463,1
1522390606,12
61352265,11
6162811356,3
6162811357,6
6162811409,6
1337672414,45
6228023335,11
61367604,27
1522224098,14
61430129,19
1831651816,2
61367612,15
2628762600,4
2628762607,3
1047219410,1
2925341627,1
1047228032,3
1047219371,3
6162811400,5
61362200,2
2595523380,2
61339741,3
1411414708,1
1153869616,3
5456487360,5
1411414581,5
1153869611,13
1047228030,5
1533380492,13
3216791763,12
4776825436,9
328777065,17
5456487358,6
1411414671,7
5674722671,2
61339951,11
1522390610,4
61362203,2
1411414683,6
61377085,13
61343603,19
61445826,1
61445832,17
661035169,5
661035203,3
61473920,2
6653205564,6
6653205565,4
6653205539,4
6653205562,1
6653205544,3
2271068242,1
6653188462,1
6653205540,8
6653188455,5
6653188446,1
61474139,11
6653188457,1
661035174,4
61474155,9
4454977639,8
61473806,1
621510800,13
61474198,1
61362205,2
61473917,3
61430650,3
1539009201,2
2220124564,3
5493365063,13
7131544769,2
61339810,4
5674364113,3
1454516715,2
7131544757,2
7131544770,3
7131544756,2
7131544768,1
7131544767,7
6570109748,1
6653205535,2
61430055,2
61430018,5
61430021,1
61430666,1
661035243,2
61355572,2
61355574,1
7131547387,12
61430655,1
61492001,2
5213494633,2
61355573,3
6755513479,1
4446855497,1
61425407,3
4102419616,2
77273206,1
61518467,1
61410235,1
61410262,2
61358619,3
61358617,7
61594027,2
4102419617,3
2481241595,20
2481241598,13
61468234,5
2095904736,6
61349264,2
61402262,1
61404571,8
2175625815,2
5456487353,6
1098574669,2
1098573706,20
2095904731,15
2481630319,4
2481630277,6
61367202,3
5456487378,3
5456487368,1
5456487367,12
61350104,9
5456487366,12
61352231,9
61428722,9
5456487363,12
1098574426,16
61428813,28
61428571,1
61349266,3
5456487361,3
1098573761,12
1098574060,14
61349260,1
5456487370,6
5456487377,1
5456487371,2
1411421884,4
5611521594,16
61350102,8
2095830651,5
61339813,4
5456487349,1
5456487385,2
61349099,1
1098574291,4
61468249,1
61495118,9
61552637,1
61425408,2
61552645,4
61339825,1
4102419618,2
61518659,8
61367199,4
6402875122,1
5456487375,17
61352249,4
61410498,15
61468198,2
1712229702,1
61354580,2
61339763,3
4102419605,4
61430006,5
61449690,2
61517803,10
61430011,13
61339761,3
61363420,2
61350092,13
61350105,5
61359333,1
1098574015,1
4102419611,1
61367330,1
4102419612,1
61354587,4
5514825896,4
2095840758,3
2095830648,1
2446048166,1
2446048162,3
5456502564,1
5456502562,2
4102419609,4
61353027,14
61359351,4
5459029596,12
5459029569,1
1963522491,3
1963522422,4
1963522367,2
1963522166,1
1963522202,8
61409034,5
1963522113,8
1963521996,10
61346881,8
1963521968,2
1705296776,20
61584967,24
61584942,12
5854303711,22
61406203,7
5854303710,10
5459023348,1
1963521877,1
5459023346,16
5459023337,3
5459023335,4
1102850710,9
5459023333,8
5459023331,9
5459023329,5
5459023327,1
5459023332,3
5459023336,3
5459023334,8
61345987,20
61350889,3
1102850703,18
61468090,16
61346660,18
61346654,16
61346875,3
61346711,11
61346879,8
1104909208,10
6402875120,10
7081966016,9
61346707,10
61355649,9
61355648,10
61356689,6
61345972,5
61511004,4
61356690,11
61363153,8
61356692,8
5459023325,2
61592211,2
61346887,9
1104909202,5
1104909204,2
61355413,9
61363151,11
61346867,13
61345687,14
522254296,8
61356503,14
61346865,7
1101132632,5
61345931,22
61355419,10
1104909200,7
61356867,6
61487162,9
61346824,3
61358284,6
61412292,10
3804354789,7
5746037497,11
3804354804,1
3804354794,1
5746037494,5
4779911129,1
5845625317,35
61406135,17
1907780085,6
61412310,19
61412284,14
4073909553,22
5611451149,25
5325707193,58
5845625316,59
6571820694,57
61412295,29
61412352,6
61412375,11
1907783652,26
1907783651,27
61412349,6
61345959,6
61345553,3
61345554,8
61518264,7
61494885,12
61345979,9
61345976,8
61356685,8
61350344,8
6199388593,5
522254339,11
522254330,3
61345669,12
1108392704,4
1108415965,5
61364844,5
61364842,9
6199388596,10
6199388588,10
6199388594,16
61352586,8
61519413,6
61593744,6
61593749,2
61363340,13
61593761,22
61363258,8
61519434,5
61363344,8
61519410,16
61363068,5
61352585,11
61363255,5
61352588,2
61364808,7
1907783659,19
5325707195,5
61406132,4
61428202,6
61428178,7
61428234,18
1101042435,1
6571820698,12
1102155767,2
5211366922,1
5211367034,3
1100992289,5
1101034311,11
5211366928,1
1100992328,2
5456719597,20
61354674,14
5211367041,4
5211366946,10
1101034315,21
61346689,5
61363342,8
61346668,1
61345983,16
61468014,5
61468034,5
61345550,1
5456719598,3
1905386637,6
1905386636,17
1905386633,6
61521759,7
61350516,7
5212361221,6
5212328025,3
5212361021,1
522257839,5
1100998167,2
61563578,2
1101034307,6
61354669,6
61428227,12
61346873,16
61346686,11
4073909529,11
61346687,9
61452085,13
6571820753,18
61346684,14
61346682,10
61348352,10
6571820759,46
5211366921,2
3577724614,2
61517758,20
61428376,15
61428347,3
5456719606,4
5456719602,18
5211367029,6
3577724615,16
61423261,9
61468010,33
5456719601,11
4726652574,7
4726652582,8
61582749,11
4726652573,7
4726652576,1
61582741,25
61582734,45
4726652581,6
4726652579,3
4726652578,18
4726652570,10
5211367122,2
61348292,6
61517760,1
4073909536,1
3577724616,5
5211367023,2
5211366926,1
61355647,14
1100992301,1
61371883,1
61376375,15
61431030,16
61410742,7
61367214,13
61451605,5
61576853,25
61367249,17
61430978,3
61517782,5
1751135346,5
1751135356,3
1751135338,2
61422754,4
1102607497,3
6755481412,4
61357826,18
1102870160,5
1751135350,5
1751135333,18
2271068311,2
1751135312,3
1751135314,9
2271068326,1
1751135308,5
61367781,8
2271068290,2
61370143,9
3596389170,20
1099123975,11
981639299,2
5456719609,19
6402875121,14
61350325,25
61350323,13
7081966017,9
3599452711,22
1102607495,4
61515063,3
6755481414,6
61466712,104
1522565997,15
5459029567,11
5459029571,1
1519101029,94
6755481415,41
1751182039,42
61406455,4
61406482,1
5325707192,4
6585130814,1
6585130817,22
61415114,27
61415084,11
61412385,10
61415064,23
5746077538,13
5611451150,17
5746077526,13
5746077612,15
981639509,3
5638927532,1
5642883142,3
5456735322,2
61583486,5
2169668383,3
5456734819,2
2167431390,1
5638927548,9
61468073,8
61364175,5
61364172,7
7002900049,4
6499532081,5
5638927545,2
2941091202,25
2941076773,3
2941076776,5
2942694929,10
61406194,1
5638927550,6
1963522337,14
1963522132,23
5391303540,9
1963521970,19
1963521939,5
5458942115,1
5458942114,1
61406221,9
61348477,10
61374313,12
61358286,5
5459029581,3
5459029579,3
5459029576,2
61406069,8
1963521280,5
1963521367,4
61449582,1
1963521310,5
1099028075,4
3608390556,1
61348475,4
1099034228,9
61374327,2
1963521503,2
1963521478,8
61406287,3
1963521704,9
1963521803,15
1963521915,9
1963521974,5
1963522026,6
1963522018,11
1963522056,13
1963522087,18
1963522305,2
1963522483,2
1963522317,12
1963521946,2
1963521944,2
61356679,5
61356677,7
3641067492,20
61356769,7
61346910,21
61346912,5
1104950337,2
1104950336,7
61346906,1
1104950331,5
61346794,3
61345792,15
61345788,18
1108507556,1
61561784,1
61345703,17
61355575,5
61345618,5
61355071,13
61356681,9
61355576,10
1108392711,2
61355566,10
61345690,4
1103944318,8
61577497,5
61355565,3
61356621,2
61360830,3
61356676,1
61360804,3
1108392708,4
61358306,5
4073909558,4
61345544,12
61345965,6
61371888,5
61346918,4
61373724,1
61346792,1
61366648,3
61367328,4
1108611411,26
1108525487,3
61346913,10
4073909560,1
1108351149,2
61356609,5
61517777,6
61516872,1
4073909579,10
4073909571,11
4618843829,18
1108415968,11
4073909559,11
4618843828,8
61345543,5
1108392715,4
4073909570,16
3641067491,17
61346903,33
4073909572,14
61346891,10
602921001,6
61346889,20
4073909573,16
61345714,18
61345718,23
4786211294,7
61370480,4
4073909581,1
61345748,6
61345735,7
4073909580,2
61370785,33
4786175556,5
61352400,5
5458993130,4
61345368,10
1108507559,6
61345374,7
5458993134,18
5458993128,5
61499629,7
61352980,3
61352890,7
61515205,4
1108507557,5
5458993126,10
5458993129,1
61352373,6
61352367,10
961038239,23
327343278,17
961038240,6
5853400242,48
961038242,11
5459015886,6
5459015892,5
61405517,54
61405491,6
1108480487,10
5458993139,1
61352592,1
5853400239,2
61352626,12
61405403,71
2175647453,26
61352633,1
5456724346,18
61593704,2
61593742,1
61593553,1
4779911124,13
61352610,17
3437831892,14
61406161,7
2260308238,5
3437832095,7
4779911130,8
5456441904,3
5456441880,7
61406472,20
61591041,11
61406144,19
3804355476,5
3804355481,3
61352547,10
