node,trees
61341229,77
61340675,27
61340678,58
61340596,33
61341206,33
1027693792,18
61340550,101
3522553190,11
3522553191,12
3522553296,4
3522553308,24
3522553300,7
61344194,56
3522553299,47
3522553297,3
61339896,26
3522553301,2
61339892,41
3522553170,43
61465992,67
3522553169,24
3522553312,13
61464388,59
61340645,29
61340391,13
61340395,77
61402357,7
6173987815,7
3545932185,3
3545932186,5
61469583,45
533907458,8
61402375,12
1173847814,15
61372612,18
61465412,7
61372603,7
61372617,20
1173847801,24
1173847782,10
1173847784,4
7148690266,35
61341561,14
5493413951,3
61341562,22
1173847781,4
61341794,42
61341567,2
61341591,3
61350494,8
6173987863,4
6173987854,28
3545932187,11
3545932209,12
3545932208,7
3545932207,3
3545932205,3
3545932188,2
3354829158,5
3545932206,7
3545932204,15
3545932202,3
3545932192,2
3545932189,2
3545932193,2
430605688,19
61354096,33
61340598,42
61340570,25
61451937,85
7148690267,19
61465450,37
61515144,23
61341386,6
61341793,3
3519203660,4
61341392,2
61350488,4
61363861,2
61353373,5
2109715230,15
2109715220,4
61469758,14
2109715169,4
61354099,23
61354097,15
61348072,28
61348073,19
61483658,25
61340050,23
3522553168,6
61515049,24
61515042,36
61352491,24
61365640,5
5458257850,3
61363317,14
61365642,2
61340498,57
61340035,53
61340548,30
61340528,53
61340037,80
61340684,55
61466779,40
61339841,52
61339879,46
61340044,44
61339905,42
61339890,27
61465866,12
61465801,19
7138519677,22
61339918,40
61339909,25
61339966,13
61496675,20
61339845,2
61339907,23
7138519678,20
61425872,15
61339839,1
61363361,18
61363319,30
61406864,26
5458257853,1
61365641,5
61455341,43
61465799,44
5458257842,8
61496669,29
5912771285,2
61455325,8
1000602118,11
5458257843,14
3545416366,14
5458257841,5
61355225,38
61340406,64
61344168,62
61355226,24
3562507478,31
1162052628,27
3562507484,17
3562507482,1
61399997,16
61400624,73
61344174,11
61339933,13
3579526238,2
3562507483,5
61425377,1
7115639038,7
3552626042,11
3552626044,7
3522478903,4
61363835,28
61369850,32
5458202363,1
1162106847,4
61340587,46
61369867,10
61369830,4
2626583828,8
2626583830,13
997372832,3
2660392444,56
4257829730,2
61384958,35
61589126,9
61376844,24
61354509,46
61589419,145
64064429,30
1000492223,41
1334197818,31
631511732,5
631511733,23
631511731,4
1000492298,2
7089742709,2
61384918,19
4792664422,2
61394761,107
631511727,13
61429761,8
61387936,15
631511726,12
1334197823,2
1333067392,11
1334185971,1
61387904,13
1333056545,6
631511724,13
1334185913,16
1334175137,11
1333056531,7
1334175151,34
1333019625,42
1333019530,18
1333019598,5
1334175156,10
4792666629,9
1333019654,9
1331996924,13
1333019647,17
1332997940,7
1332998049,3
1332998014,1
1333019611,10
1333019687,17
1332998044,3
61387897,32
1332997987,7
2667737137,19
1333019589,29
61374939,23
1334172597,5
1333019711,5
1334175164,18
1332998017,22
1332998009,14
61339819,16
631515403,20
61339754,10
1332998050,5
1334165664,2
1332998004,14
1334165616,2
631515394,6
631515396,3
64064462,2
1332997958,6
631515393,5
631515395,1
61374928,13
61429904,30
61387964,7
631515398,4
631515399,2
1332977537,5
631515382,1
631515392,1
631513511,4
1332997938,9
1332997992,12
631515401,3
1332998033,8
942761297,10
3518374603,4
942761300,5
3552622438,7
5458257863,23
3552622444,13
3518374599,10
61339681,1
5458257858,4
5835685714,11
854077430,14
61339871,7
7134344893,8
61392611,9
5458209460,4
5458209464,4
3552622449,5
61339668,8
631515378,1
631515377,2
5604257896,2
631515390,1
1332977534,7
631515402,7
1333019631,9
1333019613,13
1334151074,11
854077402,4
1334151102,5
1334156549,2
631515391,1
1334155768,1
1334155685,2
1334155662,2
1334155668,1
1334149375,5
1334155638,2
1334149321,10
1334155734,3
631513510,1
1332997948,7
1332938354,8
1332938339,12
1332964915,9
631515380,2
5458257852,8
61455292,23
5604257897,2
1334156520,1
5835685716,7
61355888,7
7136836430,7
2667486635,6
7136836429,7
5835685719,15
5835685715,20
61425866,14
942761225,3
3518374607,8
942761366,15
3518374605,1
3518374600,9
942761359,8
3522553159,3
61425795,5
7134344908,36
7132184447,42
6759385407,17
61387792,8
7134344905,3
5835685718,1
7134329180,4
7136836434,12
7134344897,11
7132184429,28
631513488,17
3618404523,3
3618404529,7
3522553164,4
3518390018,9
3518393251,3
3522553165,2
7136836426,6
7134311410,3
61340005,12
6759385406,15
3518393256,13
942158682,13
942158684,48
5458209490,3
7133568880,6
61348153,19
7136836424,6
7134296245,10
61348155,3
7134287100,3
7134287101,7
7136836423,11
7134287102,2
61387744,8
7132184426,34
61587110,16
5458209497,33
61355906,62
61339929,55
61339923,67
5458209488,15
942761223,1
3518390017,3
3522553104,1
6772828333,8
6772828335,1
3518393255,1
61339912,21
6772828331,4
61464455,28
3522553133,5
3522553127,12
61522920,7
7133837978,7
61465872,6
5458209504,6
5458209491,8
7133837979,3
942158712,13
61339996,7
5458209496,1
61387759,9
5458209487,7
5458209493,4
61348202,17
991965565,10
327293063,8
61339927,84
61344175,32
61340000,16
61339899,98
5458209495,2
5458209484,7
5458209479,29
5458209482,2
7133568875,9
61464415,43
61340063,21
61339962,57
61340065,23
61340400,54
61521570,25
5853130817,96
61339953,67
942158688,1
61453849,27
991965594,1
61423451,6
61354094,3
7132179472,9
942761256,9
942761381,15
61605861,20
61411539,7
942761219,14
61339935,14
942761343,27
5458209478,1
5458209475,27
61370187,98
942761416,25
942761331,19
7132229190,3
942761435,1
61340533,34
61340539,21
61378011,38
5853130819,39
61593235,36
7139231095,16
61398700,27
61593230,11
7139231094,11
7139231097,7
61340537,14
7139231099,20
61451218,8
61448812,7
61339843,32
61364732,8
516523574,2
5860091212,1
6173987835,5
6173987861,2
5860091211,4
6173987816,6
6173987829,10
6173987840,31
942761298,35
7139231090,11
61340682,28
61370193,7
942761407,8
7139231092,12
7139231096,7
7139231091,5
61420869,4
5458209465,5
61339862,8
942761433,8
61354617,4
61354615,8
61341378,50
5458209474,17
61341805,4
61373902,11
61373971,4
61493037,5
61353377,14
61341792,1
2688967592,35
61424326,110
61347967,78
4422924491,27
61341592,18
61539963,39
61353375,11
61347966,33
61408651,1
345425668,57
61357180,16
61357164,21
61357161,25
61341385,47
61373958,14
61362146,21
61429895,3
61341806,38
61372599,5
61341566,19
61429899,18
990778125,12
6881077428,7
61408593,2
6602962459,19
5458202353,19
6602962456,83
5458202352,5
6755260975,18
61341578,35
61362132,7
61362138,15
61501231,5
6881077424,12
5458202344,4
6759222929,13
6759222926,3
5458202343,31
6755260950,19
61341791,49
5458202345,30
5458202357,10
61341399,11
61341589,7
277624080,1
5458202347,2
5458202348,26
4422924173,6
5852653216,9
5852653212,13
61429888,12
990778175,2
61366547,11
61420458,4
61450370,6
61560916,8
61452714,3
2273089010,3
61387945,4
5458210149,1
3163828103,1
61348917,14
61341763,53
61578553,57
61341761,33
990778206,3
990778344,3
5458214985,3
7058950721,3
990778635,1
990778516,2
990778097,3
2273089021,5
61521596,1
61539969,1
61350757,40
61590529,62
5462029394,130
2273088995,6
61455152,41
2272144877,4
61350754,2
61518711,141
4633013924,73
3687653201,5
567774368,4
3329123148,26
4630571054,5
4632895374,5
3348791557,5
3828342764,6
5674424684,1
3348791558,7
4630571053,10
2497655919,6
3348791556,21
2273088973,9
4627275938,32
6853851221,1
3445717532,3
4627275940,3
366655960,5
2498649508,1
4627410860,35
4627410857,27
1629873397,25
2497655927,45
366655970,110
3168761035,37
3325970146,85
539990285,48
61385467,15
2321281191,12
3340051310,30
2498606462,23
4978336810,35
4978336812,11
63537392,3
2065550031,3
61455251,14
4632970033,1
5458238152,33
5458238156,8
61366526,15
61450365,5
2688967603,58
61483630,80
61361207,18
2667690924,7
7115669236,18
3519261980,17
3519274429,17
3545381085,2
3519261986,21
61400620,44
3522478949,46
7117381167,7
61363409,1
3519261983,6
3519261982,10
2667735588,4
61406866,37
5848019633,5
3390939628,4
61339756,11
3552626045,10
7118173604,16
5912768532,1
5848019632,2
3522478898,1
3522478928,8
5458257840,9
3522478951,2
61456142,13
3579538812,6
61425342,6
3522478975,4
3579538813,4
3562474411,4
3522478948,4
5848019631,7
5848019628,3
3579538803,3
7114960831,6
7118138442,4
61339760,1
7118138465,4
7118019059,3
7118138452,3
7118138459,2
61465435,8
7117767899,12
61519390,6
3519274430,18
3545381088,20
7115457219,11
7117732352,2
7115621167,13
3522478905,4
3522478950,2
3519274428,17
3519274413,17
7117732350,24
3519274412,21
3519274409,2
4293292343,2
3519274406,2
3519261984,7
6992170085,6
61406925,18
61451660,5
7118178933,6
7087021912,3
7118201866,8
7118138467,10
5848019627,2
7118150216,1
3562474415,11
7118103249,7
7118150224,7
7118132343,1
6768723146,11
7118150220,1
6768723136,2
7118054355,5
61551757,13
7118054347,6
7115042008,1
7118132350,2
61413950,3
7114867955,2
6414306418,13
61516467,16
6768723145,14
7051856119,12
3522478969,2
3522478970,1
61406845,11
61397534,4
6768723135,9
6768723131,21
4606537815,23
4626465757,17
7118054351,5
61404998,25
2667690944,18
7046853376,9
5458349317,9
61399236,7
61339747,8
5458349297,8
61339680,3
5458351922,7
61397649,1
3348306187,2
3348306188,3
5458349296,5
61587773,9
61587641,3
7087204102,4
61406941,4
61584014,8
4786582582,2
61582266,7
61584052,13
61587541,6
61450043,5
61397505,11
7118221888,21
3013364913,19
61406935,7
3012320709,14
5458349284,9
5458349282,7
5458349286,6
5458349288,5
5458349290,5
61397653,5
5458349316,1
61397754,9
61397647,3
61397807,8
61397555,16
61397507,6
5458349306,12
6278307923,9
7034496541,1
5458349307,3
5458349285,7
5458349283,6
5458349287,7
61406907,9
61397786,9
382402636,6
382402433,9
382412438,10
61397528,4
3012320700,12
61397524,6
4503189170,6
61397526,10
3012320699,9
3012320698,12
3013364912,5
61547669,34
61406922,1
61583942,3
61584086,11
61384942,22
61587775,5
61582261,18
5458237442,2
61587787,7
5458237441,8
7034496525,6
382402523,18
61397742,6
6862282171,13
6862282172,23
6278307926,6
6278307927,1
61397604,64
2689077328,20
2689077325,4
385643871,6
390010227,3
390010246,3
390010238,2
382412441,13
61547808,33
390010165,4
61547646,15
3599725211,7
3599725207,24
390010177,16
3012320703,4
2374463363,27
7034496526,2
7034496521,2
3012320704,12
382402434,9
6278307898,5
2194489862,2
6278307899,7
382402639,2
7034496562,6
2194489866,5
2194489868,2
6278307925,2
7034496520,7
7034496523,2
2194489871,2
2194489873,1
382402555,9
4503189167,2
382411816,2
4503189164,4
621113439,18
621113441,15
3599725209,11
390010171,9
2689132897,33
390010231,1
1003001410,3
4503189589,26
4503189188,14
3660614162,19
4503189598,2
385643404,1
1003008958,49
385643406,11
4503189597,7
4503189591,18
385643405,9
3660614160,9
4503189599,57
61343599,12
61339817,2
2689133469,28
1003113396,8
5846548638,25
7011704711,8
3348321125,9
2689133468,15
5846548635,20
382400901,9
7034496524,3
7034496553,4
7034496554,1
7034496550,2
7034496536,1
4259018427,12
7034496552,2
7034496530,4
7011704710,2
6278307934,12
7034496560,8
6278307933,3
6278307930,15
5458349302,3
61344192,98
61466213,42
61344155,47
61339894,29
61344157,66
7115042003,5
61521539,19
7115042001,9
61463189,41
5458202358,10
61424493,1
2868652193,70
61395123,76
61561480,46
1000492269,11
61561205,2
2669449251,1
2868654215,5
2868652191,11
61366391,4
5458237475,11
3093482298,19
3093482302,32
61321841,25
7080540810,2
5458237443,17
2868654214,3
2868652200,3
1000602075,10
5458237448,5
2868652197,2
2868654218,2
2868654220,1
5458237452,4
1334185995,29
4792664454,1
61376776,35
61388031,19
61388026,11
2667737139,26
61522879,9
61522912,9
2667735589,12
368985317,9
2667735597,4
2667735611,20
61493822,12
2667735591,2
2667735603,3
2667735595,7
61539512,2
2667735596,9
61549337,4
61413958,25
61557959,4
61339722,35
5516910270,3
61397960,18
61551626,29
547571743,14
2672198373,10
61425850,9
61379113,14
430603935,80
7103292485,2
7114832947,31
7115023801,11
7102218450,9
7103211614,3
2672145525,20
2672132991,5
61425715,11
61379132,13
7102218418,94
2672145528,9
7115023802,25
61425664,8
61425730,1
7114858688,5
6414306421,1
5516910314,6
7103255549,57
61339903,61
2691916176,16
61483603,41
5516910315,10
2669423510,24
2669423501,15
7117767915,3
61340398,35
2669423496,20
61363827,37
3519274408,1
3519274403,2
61401868,3
3354808074,5
61353774,8
562619418,2
5848684016,4
61402364,7
61353381,5
61353383,1
61341569,7
61500977,7
61341784,19
61341254,13
61366662,7
61341253,30
61341775,22
61341324,11
61341322,14
61341233,11
61341251,8
67586864,2
61341379,2
61341395,17
61341396,8
5422481363,8
61468943,5
61366661,14
61550448,3
61341389,4
5458396952,1
5458396955,1
61341404,10
5458396949,2
7085659353,4
6060951931,2
4795926285,16
4795918950,27
61340781,17
61340788,14
61340619,11
6768963737,15
3288905155,4
3911861723,3
4795885915,2
61465962,9
7120470207,29
61464419,5
4795900966,6
61516329,9
5458717791,1
5458719164,4
61464426,6
5458719163,5
5458730478,46
3288957493,57
5853589512,22
5458730477,5
7123313158,1
5458730483,2
5458730464,2
5458730485,3
5853589496,1
5853589508,4
5458717790,2
5458717792,3
5458719023,4
7123313154,3
5458723511,6
5458723513,12
5458723504,4
5458729384,2
5458730469,10
5458730472,2
5458730465,7
5458730470,1
4795892933,1
5458730474,2
5458723510,1
5458723512,1
7123364938,30
7123364936,8
61409813,1
61585504,1
5458729378,4
5458729379,2
3358621229,5
61449722,12
6881955519,13
61355427,16
993917080,8
61340693,4
7148968719,5
61341192,1
61378717,4
3288957522,1
1141447182,5
61407739,8
61443851,9
61378687,16
7123359900,2
4795890175,2
61516289,6
61409933,3
3288957532,3
61341369,58
61341409,40
61389731,6
61469151,17
61341412,25
61340783,15
7148968730,8
61340749,17
61341221,23
61340805,45
61340833,24
61358061,4
61411156,10
61501210,7
61341583,10
61378710,15
61494216,21
61463258,16
61352137,6
61352151,3
61341237,4
61341432,9
61341421,10
61465432,5
61341214,9
61594589,2
61353767,4
61594144,5
61594601,1
61340818,6
61341732,8
61469100,7
61341431,11
61341757,5
61341755,4
61341228,9
61340827,4
61341734,5
61594583,1
61341759,8
61341236,7
6881253827,3
61364801,8
61341808,6
61341807,5
61469270,14
61468983,3
61341238,5
61343980,8
61344170,11
61343998,6
61343952,1
61469033,7
61351021,43
5422481366,11
61469039,5
61456997,6
61364784,9
61465500,4
61341816,1
6881253828,1
61342144,5
61341263,37
61340956,28
61340771,42
61503442,7
61348479,11
61340742,38
61340768,5
61421590,3
61356400,15
61339888,13
7120453994,3
7120441108,4
5458209469,3
7120441120,1
5458209472,3
2642723413,2
7120453995,2
5458723377,2
7120409278,1
7120477287,6
5458720267,4
5458720264,3
7120461808,2
7120461809,1
5458723380,2
7120409273,2
5458709685,4
7123421047,34
61585521,22
516523606,1
7123407265,3
61420862,10
61389703,42
3354841425,11
61389708,2
61341219,2
61341220,6
5458422884,1
5458422876,14
5458422878,1
5458428195,16
3354800350,5
3354800351,1
61341417,3
61341420,5
5458428397,1
1997471843,3
5458428394,2
61389698,35
6604809024,43
5458428190,4
61341393,5
61364007,23
61364002,24
6604809026,2
6881955532,4
6604809025,16
6870622803,2
61363992,33
5458428193,2
5458428198,4
5458428194,20
61357008,12
5458428187,3
6870622802,17
6881955510,8
6881955520,5
61364003,8
61433734,5
5493413953,2
61341570,3
6755394574,1
61341733,6
6756023299,3
3330883250,14
6756023298,2
61518614,14
6769768582,3
6756023300,8
6881077427,8
61586408,17
5850517576,27
61501296,35
5850517577,11
61549420,11
6881077426,8
61518615,2
6881077425,3
5458202321,3
5458202323,6
61355208,11
61432848,10
3330646402,28
4073827895,28
4073827894,31
61341575,23
61343977,7
61341574,13
6755260945,9
6755260966,12
61341726,4
61567577,1
3519203675,2
61362824,9
61341723,5
3519203668,5
5852653210,14
61567583,7
5852653211,2
61341790,1
61357264,10
5458202342,3
5458202332,3
3159381278,2
4632934517,8
2273088965,4
63527896,1
63579084,5
61348047,7
61431825,7
61353692,1
63555347,5
63524647,1
63576254,10
63580845,15
6545989407,8
6545989406,7
63577064,26
3828342762,19
61341582,9
61366244,16
61518437,5
61518697,26
61341581,14
5458428853,13
61341795,13
61341744,18
61341730,5
61341771,18
61341772,15
61344062,10
61341746,20
61341803,4
61361217,6
61383105,1
61364570,2
61341728,2
61341811,5
61341760,9
61349883,3
61340954,5
61344003,1
61363614,3
61341375,4
4073827891,4
61342297,6
3322428857,2
3322428859,3
61501520,12
61469127,10
61341565,9
61410656,9
61496660,8
61341284,2
61342293,20
61341182,10
3322429266,3
61501744,9
61341700,11
61341577,3
61341777,11
61341782,7
61341804,1
61364860,4
61515176,4
61465472,16
61341568,1
61340734,1
61341304,14
5458431967,1
61410664,1
61342274,4
61365897,6
61362522,3
61362417,11
61341298,13
61340757,13
61340755,25
61342289,3
61410360,18
61342286,2
5458431961,4
61469044,2
5458432415,4
61342276,3
5458427897,4
61342271,5
5458442602,3
5458432413,2
5458432412,2
5458427891,4
5458427892,4
5458427893,7
5458427894,1
5458427890,13
5458432414,10
61342263,8
61342305,7
61342253,10
61341264,18
61362091,21
61342367,15
2847407456,9
61520624,4
1626496827,3
1626496828,19
61507043,13
61342381,26
61421736,3
61355644,17
61341181,11
61342414,19
61341183,24
61340740,2
61340946,17
61355182,16
61363619,12
61352147,4
61342424,5
61358157,2
61358297,15
61553892,10
6546740834,13
6546740830,18
61340775,31
61456343,7
5493424795,2
61340773,19
5493424800,9
5850225927,7
5850225920,9
5853260183,4
61553902,2
4880768794,4
61486016,4
4446027520,6
5493424788,2
5493424807,2
5493424802,5
461788287,4
631172453,7
461788295,8
61340736,21
61341708,3
61398449,30
61398464,2
5493424808,2
61501464,11
4446026772,11
4446026774,4
61389689,3
61398488,5
61567632,5
61344000,12
61343950,9
61354673,19
61354675,10
61354672,7
61501632,8
1997476794,4
1173892528,2
461788301,4
61421491,7
61559166,7
63552798,8
4630571052,1
3354800355,2
3354800358,2
5458422882,1
5458422890,1
6769067830,4
63553480,12
61503401,25
7132615264,13
63528082,9
61340924,2
7132615268,6
3329166469,6
3329166470,7
2272144887,2
2273089014,2
61368592,2
63589447,11
3329166468,4
61415012,7
61496928,2
7153057042,5
7153057044,12
2273089000,2
61382582,1
61366556,2
5458210148,3
2273088985,3
327314369,1
61342357,29
61342365,19
61502791,23
461788320,3
1173892530,3
1173892513,15
461788383,6
461788371,3
461788395,7
61342958,20
61496797,19
61590442,22
61342881,21
61342165,17
6866588931,13
61577658,11
4878429770,4
61577750,23
6866588920,7
61551056,16
5458175192,6
5458175190,1
3590727385,30
4446027517,4
61398482,9
61363372,14
61344005,19
5458170585,17
5458170582,22
61515061,33
61340751,9
61343983,7
61363374,1
61398111,5
4446027508,7
4446027492,2
4446026773,5
61365623,5
61365613,11
61501637,5
61340753,14
61469082,16
61389693,1
61341747,13
61397876,4
5458170587,3
61397846,1
4446027527,4
1997476817,1
61343945,7
61501226,9
61356865,4
61401675,14
61356869,4
61407423,1
61354544,7
1132780201,3
5845298048,5
6769346174,4
61341370,5
61343971,1
61421582,4
61431830,21
6771248848,20
61358130,22
6771248846,17
61354464,22
61354555,12
6769067829,1
61341729,3
3357008290,1
4877180055,2
4877180065,5
4877180068,8
4877180048,2
61373964,1
61341571,1
61373966,5
61373900,5
4073827892,7
61510701,2
61373905,16
61361949,1
7068972027,12
61560503,5
61488007,15
61540039,4
61540044,2
61502836,13
61502784,15
5604172821,3
5458202324,2
5835726771,5
5837656698,1
3330365421,5
7068972022,3
3330365435,9
61355195,9
3329270434,3
4632989996,14
6755493518,7
61541165,5
61355198,3
61357261,2
61357259,2
6755493517,4
61340939,9
5458202329,1
61548715,8
4257855195,4
3329290844,1
5458202335,2
5458202333,2
61343992,2
61343981,1
61341955,1
61341702,21
2942071090,2
6755394578,2
2942071091,2
61340944,1
2272144854,1
61348267,1
61395263,1
4627391519,4
2272144845,1
4627391518,1
61368925,11
61341707,13
6755394576,1
5835726770,3
61490504,18
461788377,5
1173892531,3
1173892529,1
1173892532,7
61471824,3
61348734,1
7018925242,1
7018925244,1
61411068,19
61399994,5
61353655,4
61551653,3
1173892523,14
461788378,13
61471812,7
61348737,2
2942026036,3
2942026034,3
2942026033,1
61353645,25
2942026032,1
61517841,11
61490129,20
61353079,5
2272144840,4
61342447,4
61342108,1
61341697,7
61343988,3
61342334,1
61348739,1
61353729,11
61342333,3
61342153,4
61452395,2
61353197,8
61342342,11
61353193,4
61356931,3
6546740670,2
61350070,2
61342778,4
61342147,12
1173892518,3
461788381,7
461788298,19
61503338,20
327348070,2
461788284,6
61342078,6
61348784,1
6546740669,1
2942127748,16
2942127745,13
61342074,17
6546740643,11
61353184,4
2272144802,2
2272144795,7
61513495,9
61378517,5
61342157,5
61379978,4
2272144791,4
61356441,2
2272144816,3
61348814,2
61342130,29
61342128,9
61353649,17
61342232,3
61378530,1
61342158,1
61365616,9
5850225928,11
61426177,5
5850225930,1
61365606,1
61342148,6
61479890,8
61342901,13
61342899,9
61342246,9
61401646,16
61432393,21
61560686,3
61342851,4
61426054,3
6546611279,5
61425994,13
61342804,25
61342518,16
61342795,1
61432271,7
61401659,11
2272144804,2
3590727382,9
6755479902,2
6755479895,16
5458178234,10
2272144783,6
61366705,3
2272144784,4
61342834,4
61479335,4
5843696915,2
6755479905,4
61342954,6
6755479907,6
61342952,1
5458178225,12
61342129,41
6755479903,7
6755479901,5
61342133,31
61342866,37
5852592125,24
5847708668,28
61551379,12
5458178222,19
5458178221,2
61357206,19
61517691,6
61452607,5
5847708667,24
61511262,7
61432253,3
2272144779,2
2272144776,2
61432246,12
61517224,14
61432266,13
61432278,4
61553484,13
61432239,13
4878429752,13
61426829,3
3642854713,2
61563994,2
61342933,13
61549077,6
61344837,15
61357188,9
61342430,5
67519972,13
6769346177,3
6769346175,1
6769346179,1
6869489833,8
6769346164,17
61471807,4
61362086,2
61342082,24
61502840,32
61341693,1
61421586,6
61342308,18
5423040828,3
61341752,5
5423067235,2
61342319,36
61341692,2
61342083,4
61577610,19
5423039715,2
61342435,52
5423039707,23
5423040838,20
61421395,25
5423040847,17
61342468,32
61421478,4
5423067242,1
5423040849,4
5423067236,8
5423067225,2
535041333,8
4879423875,6
5423040839,2
5423067239,2
5423067237,1
1626493880,2
61342466,33
61506842,15
61506758,19
61479543,29
1586273199,26
61504983,58
61342475,23
61506733,6
61379971,18
61379975,9
61342212,17
61378383,37
61379965,25
61410697,7
61378340,11
61578287,47
61471597,7
61471570,37
61516459,4
4073827889,7
61505115,6
61342379,13
61342418,3
6769346169,3
61355961,18
61355963,21
61355984,18
61414096,15
61414064,16
5458408705,4
5458408704,7
67589136,16
67427815,3
67501828,13
61578351,73
67518791,8
61414829,11
61356838,15
61549153,4
61549176,4
61414127,10
5458408708,3
5458408703,7
5458408707,5
61342230,38
67553323,3
61549202,8
61395256,12
61348680,7
61341718,9
3330130521,4
7132615267,3
6755260951,5
6755260958,42
61340929,3
7132615270,3
3329188824,1
7018920416,7
61362430,9
61342197,25
61506721,19
61362550,8
4073827684,42
61403154,5
61506830,32
5458442601,9
61403137,16
61550499,11
61578558,2
61578536,4
61515186,8
61342312,13
61428143,11
61428139,19
61342310,2
61471600,9
61363876,5
61505154,7
61580924,1
5852830436,4
61342234,17
4073827687,3
61342206,10
61363368,7
519258244,5
61342193,7
519258247,18
519258310,10
61578561,4
4073827688,2
61363880,5
61342172,2
61363355,1
61342160,1
61588237,32
61342916,27
61342765,19
61401619,9
2168137975,10
61506811,1
61342085,7
61342096,13
61516385,8
61479513,7
61577576,2
61342767,9
519258300,5
61378422,5
61378407,4
61342919,7
61342918,9
61479488,13
61479178,18
61356632,23
61495653,4
61519820,18
61550489,1
61401623,1
61479549,19
61342609,36
519077039,3
5458418501,1
5458418505,3
5458418506,3
5458417249,3
5458417248,4
61420344,1
1625453766,2
61430668,9
5458445125,9
61343320,3
61342957,3
61509824,8
61342950,7
61519822,26
61342825,16
5458445124,3
5458445126,6
61518688,5
61430753,11
61366635,15
61479689,26
4073827683,6
61518694,1
61342168,1
61343327,45
61342944,36
61356517,22
61342832,28
515984827,13
515984876,7
515984834,5
61342786,13
61342775,8
61370615,10
61356833,5
61362052,6
61518718,36
61455362,30
61411002,10
61362047,18
61342200,28
5458444818,3
5458444923,2
61342564,4
61515101,6
61515074,2
61342199,29
61342550,33
61342527,13
61479135,22
61382742,42
61382755,27
61551390,1
61370623,23
1626493916,7
61362069,5
61362067,10
61362042,2
61362064,6
61515987,9
61342240,23
61342163,33
5458436812,6
5458436819,16
61362020,4
6866588936,11
61479646,1
61578147,3
4257703840,4
61365903,1
61421747,1
6490047864,5
4880768793,2
4880714053,3
4880768779,2
61342111,2
4880768774,1
61551073,4
4878429828,7
4880714048,7
61342095,2
3590729797,11
4880768759,2
4880714050,2
3356991117,1
4880768762,1
67563729,4
61586749,101
61586815,346
2898366665,26
1487371478,11
5480498246,9
61397238,2
1487371883,24
6767970736,24
1487372022,7
61397143,1
61586913,30
1487371561,14
4795926317,7
3288905159,1
3288905163,1
67580243,7
1162924542,4
3288905143,1
3288905145,1
3288905147,2
5458422889,3
5689449063,2
61341239,4
3911861727,7
4795886147,4
61551091,2
4877180061,1
4877180072,2
2948739099,3
2948739109,1
61429719,9
61569089,2
6767970738,20
6767970737,6
2898366994,2
1487371823,13
5493455201,33
61385494,77
6755391433,81
61352398,62
5176525743,70
61342615,48
61389219,28
61389366,34
61505108,27
61358270,20
5456471673,23
5456471681,34
1028841411,17
631344958,5
6543299672,3
61576635,6
631345483,6
2375726913,8
5668304576,14
5456471671,15
1325488960,9
5668304582,15
5668304595,4
5668304589,4
5668304586,10
61363597,30
5668304583,5
5668304593,2
5668304605,3
5668304601,3
5668304600,1
5668304604,3
5668304603,1
1028636639,8
5668304607,2
61484642,4
61576610,23
61364581,33
61363595,13
5668304581,2
61385478,7
61385492,31
61343409,20
61385486,42
1028841351,8
2369893398,2
2369893360,5
1028862021,12
61389495,2
2375727877,11
5674107609,12
2375727043,3
2375727042,7
61516768,6
61364949,11
5668304588,13
61358269,11
1027312011,3
6769626773,12
6769626774,6
6769626782,50
61355392,15
61562142,7
2375727875,17
61358267,3
5668304594,3
61385480,12
2369893359,35
2375722061,3
2372457566,2
2375722060,1
61344227,36
61389490,3
61343472,11
2369837953,14
2369837956,11
4021893004,18
61344285,4
1704948091,31
61344274,11
2375726909,14
2375733136,3
61355391,5
61358292,5
2375733484,16
2375733491,15
61344284,9
2375731143,5
2375733135,1
2375730630,1
4021893005,10
2375731149,10
2375731150,20
2375731147,6
2375731146,2
2375731144,1
2372495566,7
61414062,6
2375731968,1
1910738483,1
2375732595,4
5493455197,21
2375731151,16
2375731148,11
2375731145,2
2375731141,4
4021912899,1
1910738484,3
5493455198,10
1704948093,44
2378744129,7
2378744126,15
2377240241,2
2375735949,17
61365652,13
5493455200,4
1910738481,3
6755728741,5
61343022,10
2377240563,3
6755728737,3
61367240,6
2375731142,3
5493455199,1
5185075704,3
2378758968,5
2377240224,1
2377239953,1
2377239950,1
2377239633,1
2377239637,8
2372834259,9
2372833648,19
2372833645,6
2377246741,7
2377315848,3
2377312329,3
2377311194,4
2377315847,3
2377311206,3
2377239628,11
61459286,11
2378758975,1
2377240213,1
2377239946,2
2378759658,2
2378758973,5
2377311209,3
2377239954,1
2378758971,2
61344589,9
61562136,28
2377240562,20
2377240212,4
61410798,4
2378746949,5
61344815,27
2378746951,1
2378746871,5
6610797243,9
2378746652,1
2378750567,9
5492878690,13
61562180,19
5492878695,5
5492878693,2
5492878696,8
61410811,7
5674111336,8
2377240214,9
61399912,8
61399918,24
2377240228,5
5327526873,3
5559224183,2
2378752469,10
2377240226,5
1038001168,8
61348936,8
61344146,6
61344084,11
61459167,16
2378746936,1
2378752493,4
61378480,1
61399913,1
2378746944,1
2378753275,17
2378752478,7
5492878692,2
6538740166,29
1038001174,15
61518612,15
